date,close,volume,open,high,low
6/25/15,268.79,2844993,266.45,271.41,265.25
6/24/15,265.17,2411492,266.98,267.35,263.72
6/23/15,267.67,3864602,260.32,268,258.57
6/22/15,259.79,4559072,262.15,264.4,255.69
6/19/15,262.51,2458900,262.4,263.8,260.1
6/18/15,261.89,2781441,262,263.46,260.02
6/17/15,260.41,5500560,252.17,264.36,252.02
6/16/15,253.12,1980918,250.13,253.44,249.095
6/15/15,250.38,2182932,249.7,251.28,246.01
6/12/15,250.69,1418457,250.21,253.46,250.21
6/11/15,251.41,2040973,253.26,254.37,250.43
6/10/15,250.7,3452631,251.9,254,248.5
6/9/15,256,2596059,255.4,257.74,254.14
6/8/15,256.29,5006944,250.85,258.75,250.31
6/5/15,249.14,3019837,246,249.7,245.68
6/4/15,245.92,2425588,247.5,249.3,245.71
6/3/15,248.99,1778102,248.2,250.72,247.01
6/2/15,248.35,2129438,248.92,249.4,246.3
6/1/15,249.45,2502238,251.41,251.6,247.47
5/29/15,250.8,3785112,251,252.8677,249.43
5/28/15,251.45,3646063,247.03,251.8,245.05
5/27/15,247.43,3403988,248.51,249.5,245.55
5/26/15,247.455,3490996,247.68,252,246.5
5/22/15,247.73,2219309,245.38,248.6,245.01
5/21/15,245.62,1966567,243.03,246.62,242.3574
5/20/15,244.35,3749479,247.13,247.74,241.3721
5/19/15,247.14,3668199,248.43,251,246.15
5/18/15,248.75,3349931,247,249.9,246
5/15/15,248.84,4519337,243.93,249.4,242.5
5/14/15,244.1,2847083,244.82,244.89,241.25
5/13/15,243.18,5432689,247.61,248.3,242.25
5/12/15,244.74,6345797,240.11,246.35,238.19
5/11/15,239.49,5663800,236.29,242.88,235.31
5/8/15,236.61,4665445,235.99,238.4099,233.7
5/7/15,236.8,9439902,221,237.48,220.25
5/6/15,230.43,5083776,234.1,234.47,228.2
5/5/15,232.95,5782731,237.76,239.5,229.13
5/4/15,230.51,4427259,228.18,234.73,227.11
5/1/15,226.03,5276924,229.94,231.77,220.405
4/30/15,226.05,3892230,230.39,232.89,225.17
4/29/15,232.45,3931287,230.05,234.97,227.63
4/28/15,230.48,6080178,234.75,235.5,228.03
4/27/15,231.55,11659100,222.56,238.75,222
4/24/15,218.425,2426356,220.5,220.8,218.01
4/23/15,218.6,4408384,218.27,221.48,217.1501
4/22/15,219.44,7855513,212.5,221.88,211.69
4/21/15,209.41,3416177,205.8,210.75,204.31
4/20/15,205.27,2558913,206.78,207.85,203.85
4/17/15,206.79,2465551,204.99,206.88,203.5
4/16/15,206.7,1657018,207.7,209.17,206.29
4/15/15,207.83,1943802,207.46,209.59,206.6
4/14/15,207.46,3019087,208.57,209.49,205.5
4/13/15,209.78,3757220,210.435,213,209.05
4/10/15,210.9,4020850,209.85,211.65,209
4/9/15,210.09,3779853,208.43,210.37,206.12
4/8/15,207.67,6279713,208.2,210.9,205.87
4/7/15,203.25,4340295,202.51,205.06,201.14
4/6/15,203.1,12422770,198,207.75,197.5
4/2/15,191,5004742,190.23,193.23,190
4/1/15,187.59,3791479,188.7,192.3,186.05
3/31/15,188.77,5017950,193.53,193.76,188.41
3/30/15,190.57,10062310,185.85,192.25,181.8
3/27/15,185,8596563,189.07,189.2899,181.4
3/26/15,190.405,4120184,193.92,194.79,189.7
3/25/15,194.3,5721582,198.27,198.59,192.7
3/24/15,201.72,3640866,201.58,203.79,199.75
3/23/15,199.63,2622492,198.5,200.5,197.47
3/20/15,198.08,4250076,197.45,198.99,195.621
3/19/15,195.65,8468846,202,204.59,194.53
3/18/15,200.71,4796873,194.96,200.88,193.11
3/17/15,194.73,4890265,195.43,198.71,193.94
3/16/15,195.7,5617028,192,195.91,189.8
3/13/15,188.68,5421293,188.95,191.75,187.32
3/12/15,191.07,4139769,193.75,194.45,189.75
3/11/15,193.74,4968406,191.15,196.18,191.01
3/10/15,190.32,5539041,188.46,193.5,187.6
3/9/15,190.88,6732511,194.39,194.49,188.25
3/6/15,193.88,6705451,199.21,200.75,192.151
3/5/15,200.63,4870131,202.85,206.19,200.15
3/4/15,202.435,4215255,199.25,202.52,197.21
3/3/15,199.56,4430800,196.81,200.2435,195.32
3/2/15,197.325,7910402,202.7,203.34,195.825
2/27/15,203.34,3871397,206.9,208.55,202.8
2/26/15,207.19,6468020,204,211.09,202.22
2/25/15,203.76,3907505,204.94,207.14,202.58
2/24/15,204.11,6587298,207.29,207.29,201.7
2/23/15,207.335,8487131,215.66,218.2,206.33
2/20/15,217.11,5978376,210.78,217.6,209.81
2/19/15,211.705,5137203,205,212.44,203.75
2/18/15,204.46,2710898,204.17,206.17,202.6
2/17/15,204.35,3964555,205.7,205.7,201.5
2/13/15,203.77,6148207,202.9,205.99,200.91
2/12/15,202.88,15626830,193.57,203.0882,193.28
2/11/15,212.8,9053083,212.21,214.74,207.28
2/10/15,216.29,5348862,217.55,220.5,215
2/9/15,217.48,3469776,215.38,217.93,211.99
2/6/15,217.36,3235856,222,223.4,216.5001
2/5/15,220.99,3518316,219.88,225.48,219.638
2/4/15,218.55,3304417,218.29,221.479,216.8
2/3/15,218.36,4815834,213.22,220.37,211.27
2/2/15,210.94,4143850,203.97,211.9499,203.3
1/30/15,203.6,3001268,203.96,207.47,203
1/29/15,205.2,3542577,201.07,205.98,196.5
1/28/15,199.37,3139481,206.11,206.368,198.42
1/27/15,205.98,2777926,204.42,208.03,203.3
1/26/15,206.55,3231121,201.83,208.62,201.05
1/23/15,201.29,3441052,200.29,203.5,198.33
1/22/15,201.62,4103753,197,203.24,195.2
1/21/15,196.57,4144121,189.55,198.68,189.51
1/20/15,191.93,4490681,193.87,194.1199,187.04
1/16/15,193.07,3590855,190.7,194.49,189.65
1/15/15,191.87,5204777,194.49,195.7499,190
1/14/15,192.69,11516340,185.83,195.2,185
1/13/15,204.25,4247704,203.32,207.61,200.911
1/12/15,202.21,5945607,203.05,204.47,199.25
1/9/15,206.66,4591310,208.92,209.98,204.96
1/8/15,210.615,3434901,212.81,213.7999,210.01
1/7/15,210.95,2965330,213.35,214.78,209.78
1/6/15,211.28,6257651,210.06,214.2,204.21
1/5/15,210.09,5355485,214.55,216.5,207.1626
1/2/15,219.31,4753239,222.87,223.25,213.26
12/31/14,222.41,2392947,223.09,225.68,222.25
12/30/14,222.23,2898272,223.99,225.654,221.4
12/29/14,225.71,2802982,226.9,227.91,224.02
12/26/14,227.82,3324437,221.51,228.5,221.5
12/24/14,222.26,1333518,219.77,222.5,219.25
12/23/14,220.97,4509545,223.81,224.315,219.5242
12/22/14,222.6,4802547,220,224.06,218.26
12/19/14,219.29,6902061,220.19,220.4,214.5
12/18/14,218.26,7465122,212.38,218.44,211.8
12/17/14,205.82,7363036,193.06,206.65,192.65
12/16/14,197.81,8416179,200.89,203.68,195.37
12/15/14,204.04,5195647,209.29,209.8,202.67
12/12/14,207,7167174,204.82,211.68,204.5
12/11/14,208.88,6684459,210.53,215.43,208.23
12/10/14,209.84,7308173,214.13,216.77,207.7
12/9/14,216.89,9427065,209.34,217.7294,204.27
12/8/14,214.36,9217376,221.54,224.86,212.34
12/5/14,223.71,6061390,228.67,229.389,222.26
12/4/14,228.28,3862801,228.6,230.9,227.81
12/3/14,229.3,5299675,226.25,229.72,225.5
12/2/14,231.43,5871559,234.57,234.88,228
12/1/14,231.64,8603799,241.16,242.47,229.01
11/28/14,244.52,2119688,245.35,246.6899,242.52
11/26/14,248.44,1980832,248.34,249,246.6003
11/25/14,248.09,3154710,247.35,249.72,246.0905
11/24/14,246.72,4780202,245.2,247.6,240.64
11/21/14,242.78,7462672,252.21,252.78,242.17
11/20/14,248.71,3583496,247.95,250.93,246
11/19/14,247.74,7912956,250.61,251.88,245.6
11/18/14,257.7,4467427,255.86,259.99,255.51
11/17/14,253.98,4017356,257.49,259,252.02
11/14/14,258.68,6093385,250,258.85,248.5
11/13/14,251.7,6230288,250.62,255.75,250.25
11/12/14,249.1,5861639,249.72,252.34,245.58
11/11/14,251.08,7946898,242.55,251.82,242
11/10/14,241.93,4563814,239.11,242.88,236.8
11/7/14,240.2,5154893,242.19,242.8399,237.2
11/6/14,241.22,15336550,234.49,246.69,228.5
11/5/14,230.97,8497418,241,241.36,230.53
11/4/14,238.93,3673632,240.49,242.35,236.53
11/3/14,242.59,4203208,243,247.56,241.32
10/31/14,241.7,3765160,242.51,243.12,238.75
10/30/14,238.66,3225881,238.14,240.5,235.06
10/29/14,238.1,4961013,241.13,241.5,235.64
10/28/14,242.77,10443900,229.6,244.6,228.25
10/27/14,221.67,9532988,234.25,234.61,220.31
10/24/14,235.24,3458805,236.27,237.8,231.2
10/23/14,235.29,3486305,234.655,236.28,232
10/22/14,231.1,4116243,233.19,237.39,230.56
10/21/14,235.34,4106596,234.27,235.39,230.8
10/20/14,230.47,3489785,226.72,232.4,225.51
10/17/14,227.48,10547970,233.38,234.77,226.55
10/16/14,226.35,5393830,219.72,229.92,219.1
10/15/14,229.7,9118331,220,230.99,217.32
10/14/14,227.06,7099492,228.25,232.47,223
10/13/14,224.59,11251400,238.57,238.9628,221
10/10/14,236.91,12885920,244.64,245.89,235.2
10/9/14,257.01,7339097,262.25,265.54,254.4
10/8/14,259.28,5046873,260.1,262.88,252.64
10/7/14,259.57,4478558,258.53,261.46,255.73
10/6/14,260.62,7706193,259.13,262.49,257.8
10/3/14,255.21,5403599,253.06,256.5,251.033
10/2/14,251.42,8988300,250.2,252.79,245.36
10/1/14,240.24,5940566,242.2,242.66,235.65
9/30/14,242.68,4236096,246.92,247.65,240.1249
9/29/14,245.26,4851868,244,248.64,241.38
9/26/14,246.6,3794912,248.25,249.73,246.07
9/25/14,246.95,4832853,252.52,254.96,246.1
9/24/14,252.14,3745005,251.12,252.84,247.04
9/23/14,250.41,5656567,245.22,253.8,245
9/22/14,250.03,8209186,255,256.02,244.71
9/19/14,259.32,6800975,257.99,261.43,255.27
9/18/14,263.82,3689477,263.36,265.6,262.32
9/17/14,261.38,5172994,262.41,264.7,259.5
9/16/14,260.74,8297454,255.15,262.46,252.42
9/15/14,253.86,16433840,274.37,274.4,249.13
9/12/14,279.2,3323300,280.5,282.39,277
9/11/14,280.31,3761617,280.46,284.79,278.63
9/10/14,281.1,3776593,279.5,281.41,273.66
9/9/14,278.48,4556123,282.99,285.49,277
9/8/14,282.11,5495160,277.62,284.88,277.5227
9/5/14,277.39,11163820,282.55,282.9,272.51
9/4/14,286.04,8266173,284.01,291.42,280.4
9/3/14,281.19,6766420,287.67,288,280.1
9/2/14,284.12,9782339,275.5,284.89,274.3
8/29/14,269.7,6436176,268.7,272,267.51
8/28/14,263.86,2843648,261.89,264.48,261.64
8/27/14,263.25,2983830,263.5,264.24,260.29
8/26/14,261.74,3812541,264.98,265.5,261.66
8/25/14,262.55,4304272,258.19,263.68,258.19
8/22/14,256.78,2833061,254.54,256.9499,252.61
8/21/14,254.34,2910671,256.52,258.8,253.26
